timestamp_utc,city,temperature_c,apparent_temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,weather_code,weather_description
2026-08-18 19:20:56,London,23.5,22.1,51,15.8,0.0,3,Overcast
2026-08-18 19:20:56,Birmingham,19.1,17.6,63,14.4,0.1,51,Light drizzle
2026-08-18 19:20:57,Manchester,17.7,16.5,68,11.9,0.0,3,Overcast
2026-08-18 19:20:57,Glasgow,15.7,13.8,74,15.1,0.0,3,Overcast
2026-08-18 19:20:57,Cardiff,19.2,18.9,73,11.2,0.0,3,Overcast
2026-08-18 19:20:58,Belfast,15.8,15.4,84,9.4,0.2,53,Moderate drizzle
2026-08-18 19:20:58,Edinburgh,15.6,13.3,73,18.0,0.0,3,Overcast
2026-08-18 19:20:59,Leeds,17.0,15.7,73,13.3,0.0,3,Overcast
2026-08-19 07:30:05,London,17.4,17.1,83,11.9,0.0,3,Overcast
2026-08-19 07:30:06,Birmingham,15.7,14.9,78,9.7,0.0,3,Overcast
2026-08-19 07:30:06,Manchester,14.9,14.8,90,7.9,0.0,3,Overcast
2026-08-19 07:30:07,Glasgow,13.9,13.6,85,5.0,0.0,3,Overcast
2026-08-19 07:30:08,Cardiff,16.7,17.4,87,5.4,0.0,3,Overcast
2026-08-19 07:30:08,Belfast,14.0,12.9,81,9.0,0.0,3,Overcast
2026-08-19 07:30:09,Edinburgh,14.0,13.1,82,8.6,0.0,2,Partly cloudy
2026-08-19 07:30:09,Leeds,15.5,14.9,82,9.0,0.0,3,Overcast
2026-08-19 19:18:09,London,21.4,18.1,44,20.2,0.0,0,Clear sky
2026-08-19 19:18:09,Birmingham,18.9,16.4,50,14.4,0.0,1,Mainly clear
2026-08-19 19:18:10,Manchester,16.0,15.7,92,12.2,0.2,53,Moderate drizzle
2026-08-19 19:18:10,Glasgow,14.5,15.1,90,2.5,0.0,3,Overcast
2026-08-19 19:18:11,Cardiff,18.3,16.6,69,17.3,0.0,3,Overcast
2026-08-19 19:18:12,Belfast,15.5,15.5,81,4.3,0.1,51,Light drizzle
2026-08-19 19:18:12,Edinburgh,14.6,14.6,82,3.6,0.0,3,Overcast
2026-08-19 19:18:13,Leeds,17.4,16.2,62,8.6,0.0,2,Partly cloudy
2026-08-20 07:32:54,London,17.0,15.6,74,14.4,0.1,51,Light drizzle
2026-08-20 07:32:55,Birmingham,14.7,13.8,84,10.8,0.0,3,Overcast
2026-08-20 07:32:55,Manchester,13.6,14.0,96,3.6,0.5,61,Slight rain
2026-08-20 07:32:55,Glasgow,12.7,12.0,80,3.6,0.0,3,Overcast
2026-08-20 07:32:56,Cardiff,15.7,14.6,78,11.5,0.0,2,Partly cloudy
2026-08-20 07:32:56,Belfast,13.2,11.1,85,15.8,0.0,3,Overcast
2026-08-20 07:32:57,Edinburgh,12.4,10.2,75,12.2,0.0,3,Overcast
2026-08-20 07:32:57,Leeds,14.2,13.5,91,10.4,0.0,3,Overcast
2026-08-20 19:23:19,London,19.4,18.8,59,6.8,0.0,3,Overcast
2026-08-20 19:23:20,Birmingham,15.3,14.0,74,10.1,0.1,51,Light drizzle
2026-08-20 19:23:20,Manchester,15.6,15.1,75,5.4,0.0,3,Overcast
2026-08-20 19:23:21,Glasgow,14.7,13.3,73,9.7,0.0,3,Overcast
2026-08-20 19:23:21,Cardiff,17.4,15.9,65,11.9,0.0,3,Overcast
2026-08-20 19:23:22,Belfast,15.0,12.4,63,14.4,0.0,2,Partly cloudy
2026-08-20 19:23:22,Edinburgh,14.0,13.5,74,2.9,0.0,2,Partly cloudy
2026-08-20 19:23:22,Leeds,15.0,13.0,67,11.9,0.0,0,Clear sky
2026-08-21 07:34:47,London,15.6,14.5,73,9.4,0.0,3,Overcast
2026-08-21 07:34:47,Birmingham,12.8,11.4,79,8.3,0.0,3,Overcast
2026-08-21 07:34:48,Manchester,13.1,11.9,71,4.7,0.0,2,Partly cloudy
2026-08-21 07:34:48,Glasgow,10.8,9.8,82,3.2,0.0,3,Overcast
2026-08-21 07:34:49,Cardiff,14.5,13.8,68,2.5,0.0,3,Overcast
2026-08-21 07:34:49,Belfast,13.0,10.9,76,12.2,0.0,3,Overcast
2026-08-21 07:34:49,Edinburgh,11.7,9.7,75,9.4,0.0,3,Overcast
2026-08-21 07:34:50,Leeds,12.8,10.9,70,8.3,0.0,2,Partly cloudy
2026-08-21 19:19:13,London,17.8,15.2,56,15.8,0.0,3,Overcast
2026-08-21 19:19:13,Birmingham,16.2,14.7,66,10.1,0.0,3,Overcast
2026-08-21 19:19:14,Manchester,15.4,14.5,73,7.2,0.0,2,Partly cloudy
2026-08-21 19:19:14,Glasgow,17.1,14.8,56,13.0,0.0,1,Mainly clear
2026-08-21 19:19:15,Cardiff,15.6,14.7,74,8.3,0.0,3,Overcast
2026-08-21 19:19:16,Belfast,15.6,13.2,65,14.0,0.0,1,Mainly clear
2026-08-21 19:19:16,Edinburgh,14.9,13.2,66,9.4,0.0,2,Partly cloudy
2026-08-21 19:19:17,Leeds,15.5,13.4,61,10.8,0.0,0,Clear sky
2026-08-22 07:23:33,London,13.7,11.4,70,12.6,0.0,0,Clear sky
2026-08-22 07:23:34,Birmingham,11.6,10.2,76,5.0,0.0,2,Partly cloudy
2026-08-22 07:23:34,Manchester,12.2,10.9,73,4.0,0.0,3,Overcast
2026-08-22 07:23:35,Glasgow,10.5,9.8,86,1.8,0.0,2,Partly cloudy
2026-08-22 07:23:35,Cardiff,13.3,12.2,70,4.0,0.0,0,Clear sky
2026-08-22 07:23:35,Belfast,13.0,11.2,75,9.7,0.0,1,Mainly clear
2026-08-22 07:23:36,Edinburgh,10.9,9.2,75,6.1,0.0,0,Clear sky
2026-08-22 07:23:36,Leeds,12.1,10.7,74,5.0,0.0,3,Overcast
2026-08-22 19:15:49,London,20.4,18.1,39,9.4,0.0,1,Mainly clear
2026-08-22 19:15:50,Birmingham,18.2,16.1,53,11.5,0.0,2,Partly cloudy
2026-08-22 19:15:50,Manchester,16.5,14.3,57,11.2,0.0,0,Clear sky
2026-08-22 19:15:50,Glasgow,16.1,13.8,65,14.8,0.0,0,Clear sky
2026-08-22 19:15:51,Cardiff,19.4,18.0,54,9.4,0.0,2,Partly cloudy
2026-08-22 19:15:51,Belfast,16.4,14.1,57,11.5,0.0,3,Overcast
2026-08-22 19:15:52,Edinburgh,17.4,14.5,50,14.0,0.0,2,Partly cloudy
2026-08-22 19:15:52,Leeds,17.3,15.4,60,11.5,0.0,2,Partly cloudy
2026-08-23 07:25:12,London,15.2,15.0,70,1.4,0.0,2,Partly cloudy
2026-08-23 07:25:13,Birmingham,12.0,10.6,74,5.4,0.0,0,Clear sky
2026-08-23 07:25:13,Manchester,11.6,10.6,79,3.2,0.0,0,Clear sky
2026-08-23 07:25:14,Glasgow,12.8,11.9,83,6.5,0.0,2,Partly cloudy
2026-08-23 07:25:14,Cardiff,13.9,11.7,66,10.8,0.0,1,Mainly clear
2026-08-23 07:25:15,Belfast,13.8,13.6,79,1.4,0.0,3,Overcast
2026-08-23 07:25:15,Edinburgh,12.2,10.8,84,9.0,0.0,1,Mainly clear
2026-08-23 07:25:16,Leeds,12.0,10.6,76,6.1,0.0,0,Clear sky
2026-08-23 19:14:56,London,21.7,19.2,46,16.6,0.0,2,Partly cloudy
2026-08-23 19:14:57,Birmingham,21.8,19.1,35,10.8,0.0,0,Clear sky
2026-08-23 19:14:57,Manchester,20.3,18.1,46,11.9,0.0,0,Clear sky
2026-08-23 19:14:58,Glasgow,17.4,16.2,61,8.6,0.0,3,Overcast
2026-08-23 19:14:58,Cardiff,22.7,20.5,34,8.6,0.0,0,Clear sky
2026-08-23 19:14:59,Belfast,16.4,15.1,65,9.0,0.0,2,Partly cloudy
2026-08-23 19:14:59,Edinburgh,18.1,16.6,52,7.6,0.0,1,Mainly clear
2026-08-23 19:14:59,Leeds,21.0,18.7,38,9.4,0.0,2,Partly cloudy
2026-08-24 07:49:48,London,16.1,14.2,63,11.5,0.0,3,Overcast
2026-08-24 07:49:48,Birmingham,14.0,12.3,69,8.6,0.0,0,Clear sky
2026-08-24 07:49:49,Manchester,15.2,14.0,62,5.0,0.0,3,Overcast
2026-08-24 07:49:49,Glasgow,10.7,9.9,90,4.0,0.0,2,Partly cloudy
2026-08-24 07:49:50,Cardiff,16.2,14.2,70,15.1,0.0,0,Clear sky
2026-08-24 07:49:50,Belfast,14.1,14.2,83,1.4,0.0,0,Clear sky
2026-08-24 07:49:51,Edinburgh,12.7,12.0,78,2.9,0.0,0,Clear sky
2026-08-24 07:49:51,Leeds,13.2,12.4,72,2.2,0.0,1,Mainly clear
2026-08-24 19:21:51,London,19.1,16.0,51,19.1,0.0,1,Mainly clear
2026-08-24 19:21:51,Birmingham,18.5,15.6,55,19.1,0.0,0,Clear sky
2026-08-24 19:21:52,Manchester,18.3,15.9,58,15.8,0.0,0,Clear sky
2026-08-24 19:21:52,Glasgow,19.7,18.4,56,10.4,0.0,3,Overcast
2026-08-24 19:21:53,Cardiff,21.8,18.7,42,18.7,0.0,0,Clear sky
2026-08-24 19:21:53,Belfast,19.1,17.1,47,8.6,0.0,0,Clear sky
2026-08-24 19:21:54,Edinburgh,17.3,15.0,57,13.7,0.0,1,Mainly clear
2026-08-24 19:21:54,Leeds,17.2,15.1,66,16.2,0.0,2,Partly cloudy
2026-08-25 07:35:41,London,17.5,16.3,73,13.7,0.0,0,Clear sky
2026-08-25 07:35:41,Birmingham,15.6,14.1,80,14.8,0.0,1,Mainly clear
2026-08-25 07:35:42,Manchester,15.9,14.2,75,14.8,0.0,0,Clear sky
2026-08-25 07:35:42,Glasgow,12.7,11.3,84,10.1,0.0,3,Overcast
2026-08-25 07:35:43,Cardiff,16.5,14.0,72,19.8,0.0,2,Partly cloudy
2026-08-25 07:35:43,Belfast,15.9,14.3,78,15.1,0.0,2,Partly cloudy
2026-08-25 07:35:44,Edinburgh,12.6,12.1,90,5.8,0.0,3,Overcast
2026-08-25 07:35:45,Leeds,15.4,14.0,78,12.6,0.0,1,Mainly clear
2026-08-25 19:23:13,London,21.5,20.0,55,14.8,0.0,1,Mainly clear
2026-08-25 19:23:14,Birmingham,20.4,17.9,54,19.4,0.0,3,Overcast
2026-08-25 19:23:14,Manchester,19.3,17.1,58,17.3,0.0,3,Overcast
2026-08-25 19:23:15,Glasgow,16.5,14.1,70,18.4,0.0,2,Partly cloudy
2026-08-25 19:23:15,Cardiff,23.4,22.6,51,11.5,0.0,3,Overcast
2026-08-25 19:23:16,Belfast,18.6,17.7,62,8.6,0.0,3,Overcast
2026-08-25 19:23:17,Edinburgh,15.6,14.1,78,14.0,0.0,3,Overcast
2026-08-25 19:23:17,Leeds,18.4,16.8,70,17.3,0.0,2,Partly cloudy
